"date","chart_id","series_id","series_name","country","value","axis","unit","source","source_url","frequency","source_note"
"2010-05-01","hicp_components","core_services","HICP - Services","Euro Area",1.3,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2010-06-01","hicp_components","core_services","HICP - Services","Euro Area",1.3,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2010-07-01","hicp_components","core_services","HICP - Services","Euro Area",1.4,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2010-08-01","hicp_components","core_services","HICP - Services","Euro Area",1.4,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2010-09-01","hicp_components","core_services","HICP - Services","Euro Area",1.4,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2010-10-01","hicp_components","core_services","HICP - Services","Euro Area",1.4,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2010-11-01","hicp_components","core_services","HICP - Services","Euro Area",1.3,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2010-12-01","hicp_components","core_services","HICP - Services","Euro Area",1.3,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2011-01-01","hicp_components","core_services","HICP - Services","Euro Area",1.5,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2011-02-01","hicp_components","core_services","HICP - Services","Euro Area",1.6,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2011-03-01","hicp_components","core_services","HICP - Services","Euro Area",1.6,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2011-04-01","hicp_components","core_services","HICP - Services","Euro Area",2,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2011-05-01","hicp_components","core_services","HICP - Services","Euro Area",1.8,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2011-06-01","hicp_components","core_services","HICP - Services","Euro Area",2,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2011-07-01","hicp_components","core_services","HICP - Services","Euro Area",2,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2011-08-01","hicp_components","core_services","HICP - Services","Euro Area",2,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2011-09-01","hicp_components","core_services","HICP - Services","Euro Area",1.9,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2011-10-01","hicp_components","core_services","HICP - Services","Euro Area",1.8,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2011-11-01","hicp_components","core_services","HICP - Services","Euro Area",1.8,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2011-12-01","hicp_components","core_services","HICP - Services","Euro Area",1.9,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2012-01-01","hicp_components","core_services","HICP - Services","Euro Area",1.9,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2012-02-01","hicp_components","core_services","HICP - Services","Euro Area",1.8,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2012-03-01","hicp_components","core_services","HICP - Services","Euro Area",1.8,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2012-04-01","hicp_components","core_services","HICP - Services","Euro Area",1.7,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2012-05-01","hicp_components","core_services","HICP - Services","Euro Area",1.8,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2012-06-01","hicp_components","core_services","HICP - Services","Euro Area",1.7,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2012-07-01","hicp_components","core_services","HICP - Services","Euro Area",1.8,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2012-08-01","hicp_components","core_services","HICP - Services","Euro Area",1.8,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2012-09-01","hicp_components","core_services","HICP - Services","Euro Area",1.7,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2012-10-01","hicp_components","core_services","HICP - Services","Euro Area",1.7,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2012-11-01","hicp_components","core_services","HICP - Services","Euro Area",1.6,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2012-12-01","hicp_components","core_services","HICP - Services","Euro Area",1.8,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2013-01-01","hicp_components","core_services","HICP - Services","Euro Area",1.6,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2013-02-01","hicp_components","core_services","HICP - Services","Euro Area",1.5,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2013-03-01","hicp_components","core_services","HICP - Services","Euro Area",1.8,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2013-04-01","hicp_components","core_services","HICP - Services","Euro Area",1.1,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2013-05-01","hicp_components","core_services","HICP - Services","Euro Area",1.5,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2013-06-01","hicp_components","core_services","HICP - Services","Euro Area",1.4,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2013-07-01","hicp_components","core_services","HICP - Services","Euro Area",1.4,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2013-08-01","hicp_components","core_services","HICP - Services","Euro Area",1.4,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2013-09-01","hicp_components","core_services","HICP - Services","Euro Area",1.4,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2013-10-01","hicp_components","core_services","HICP - Services","Euro Area",1.2,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2013-11-01","hicp_components","core_services","HICP - Services","Euro Area",1.4,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2013-12-01","hicp_components","core_services","HICP - Services","Euro Area",1,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2014-01-01","hicp_components","core_services","HICP - Services","Euro Area",1.2,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2014-02-01","hicp_components","core_services","HICP - Services","Euro Area",1.3,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2014-03-01","hicp_components","core_services","HICP - Services","Euro Area",1.1,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2014-04-01","hicp_components","core_services","HICP - Services","Euro Area",1.6,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2014-05-01","hicp_components","core_services","HICP - Services","Euro Area",1.1,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2014-06-01","hicp_components","core_services","HICP - Services","Euro Area",1.3,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2014-07-01","hicp_components","core_services","HICP - Services","Euro Area",1.2,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2014-08-01","hicp_components","core_services","HICP - Services","Euro Area",1.3,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2014-09-01","hicp_components","core_services","HICP - Services","Euro Area",1.1,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2014-10-01","hicp_components","core_services","HICP - Services","Euro Area",1.2,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2014-11-01","hicp_components","core_services","HICP - Services","Euro Area",1.2,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2014-12-01","hicp_components","core_services","HICP - Services","Euro Area",1.2,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2015-01-01","hicp_components","core_services","HICP - Services","Euro Area",1,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2015-02-01","hicp_components","core_services","HICP - Services","Euro Area",1.1,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2015-03-01","hicp_components","core_services","HICP - Services","Euro Area",1.1,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2015-04-01","hicp_components","core_services","HICP - Services","Euro Area",1.4,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2015-05-01","hicp_components","core_services","HICP - Services","Euro Area",1.9,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2015-06-01","hicp_components","core_services","HICP - Services","Euro Area",1.7,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2015-07-01","hicp_components","core_services","HICP - Services","Euro Area",2,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2015-08-01","hicp_components","core_services","HICP - Services","Euro Area",1.9,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2015-09-01","hicp_components","core_services","HICP - Services","Euro Area",1.9,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2015-10-01","hicp_components","core_services","HICP - Services","Euro Area",2,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2015-11-01","hicp_components","core_services","HICP - Services","Euro Area",1.1,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2015-12-01","hicp_components","core_services","HICP - Services","Euro Area",1.2,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2016-01-01","hicp_components","core_services","HICP - Services","Euro Area",1.1,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2016-02-01","hicp_components","core_services","HICP - Services","Euro Area",1,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2016-03-01","hicp_components","core_services","HICP - Services","Euro Area",1.4,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2016-04-01","hicp_components","core_services","HICP - Services","Euro Area",0.8,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2016-05-01","hicp_components","core_services","HICP - Services","Euro Area",1,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
"2016-06-01","hicp_components","core_services","HICP - Services","Euro Area",1,"left","% y/y","Eurostat HICP","https://ec.europa.eu/eurostat/databrowser/view/teicp280/default/table?lang=en","monthly",""
